"Title","LocaleId","Url","Status","LastContentModifiedDate","Owner","Template","ResourceUsageCurrent","ResourceUsageAverage","StorageUsageCurrentMB","ConditionalAccessPolicy","SensitivityLabel","AllowSelfServiceUpgrade","AllowEditing","SharingAllowedDomainList","SharingBlockedDomainList","DenyAddAndCustomizePages","BlockDownloadLinksFileType","DefaultLinkPermission","DefaultSharingLinkType","DisableAppViews","DisableCompanyWideSharingLinks","DisableFlows","LimitedAccessFileType","LockState","SandboxedCodeActivationCapability","SharingCapability","ShowPeoplePickerSuggestionsForGuestUsers","SharingDomainRestrictionMode","LockIssue","WebsCount","CompatibilityLevel","DisableSharingForNonOwnersStatus","HubSiteId","IsHubSite","RelatedGroupId","GroupId","ORGID"
"ATTAThu2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThu2.class.8514303.2022","Active","15/08/2025 03:18:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","3b807f34-74f4-48ab-b9e1-a5ca1f709f36","3b807f34-74f4-48ab-b9e1-a5ca1f709f36",
"ATTAThu3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThu3.class.8514303.2022","Active","15/08/2025 03:06:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","37861a8d-99bb-4945-8458-458f64818d25","37861a8d-99bb-4945-8458-458f64818d25",
"ATTAThu4b_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThu4b.class.8514303.2022","Active","15/08/2025 03:15:05","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","26e29d38-8ee4-49b7-9409-8488a194ec6a","26e29d38-8ee4-49b7-9409-8488a194ec6a",
"ATTAThu5_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThu5.class.8514303.2022","Active","15/08/2025 03:16:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","651c09ce-7509-4a1a-a4f2-4edc78eb4f61","651c09ce-7509-4a1a-a4f2-4edc78eb4f61",
"ATTAThuAS1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuAS1.class.8514303.2022","Active","15/08/2025 03:04:41","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","de406e82-8208-46e8-8e63-e9c359a17029","de406e82-8208-46e8-8e63-e9c359a17029",
"ATTAThuBre_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuBre.class.8514303.2022","Active","15/08/2025 03:13:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","6218c55e-6eda-43bd-b1fc-0e3bb364e480","6218c55e-6eda-43bd-b1fc-0e3bb364e480",
"ATTAThuEP_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuEP.class.8514303.2022","Active","15/08/2025 03:18:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","ea74f610-228d-487b-958f-a790d0870fd8","ea74f610-228d-487b-958f-a790d0870fd8",
"ATTAThuL1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuL1.class.8514303.2022","Active","15/08/2025 03:13:27","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","41736d74-ea36-4313-8017-06ddce717b59","41736d74-ea36-4313-8017-06ddce717b59",
"ATTAThuL2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuL2.class.8514303.2022","Active","15/08/2025 03:16:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","0d429544-39f3-4e70-a62a-89be8860735d","0d429544-39f3-4e70-a62a-89be8860735d",
"ATTAThuL3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuL3.class.8514303.2022","Active","15/08/2025 03:16:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4d780722-fc16-41b3-bca8-287721ea8f4c","4d780722-fc16-41b3-bca8-287721ea8f4c",
"ATTAThuMS1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuMS1.class.8514303.2022","Active","15/08/2025 03:22:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","244b62af-31a4-46f0-acb8-653340c9c58a","244b62af-31a4-46f0-acb8-653340c9c58a",
"ATTAThuMS2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuMS2.class.8514303.2022","Active","15/08/2025 03:13:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","813832b2-7422-47bf-a422-94d0a8e3f374","813832b2-7422-47bf-a422-94d0a8e3f374",
"ATTAThuRes_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuRes.class.8514303.2022","Active","15/08/2025 03:13:20","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","03862807-49fd-4e24-9bdf-b827fdd58228","03862807-49fd-4e24-9bdf-b827fdd58228",
"ATTAThuTA_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuTA.class.8514303.2022","Active","15/08/2025 03:20:43","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","fe2ba1ae-7517-41f5-8a2e-490acedb8a9f","fe2ba1ae-7517-41f5-8a2e-490acedb8a9f",
"ATTAThuTB_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAThuTB.class.8514303.2022","Active","15/08/2025 03:13:36","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","560302d9-72b4-4b45-b1a4-6f662963c349","560302d9-72b4-4b45-b1a4-6f662963c349",
"ATTATue1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATue1.class.8514303.2022","Active","15/08/2025 03:13:30","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4b99baaf-e7e0-43e7-b73d-89e1d0b6703f","4b99baaf-e7e0-43e7-b73d-89e1d0b6703f",
"ATTATue2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATue2.class.8514303.2022","Active","15/08/2025 03:20:43","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","f031877c-523d-43fe-a6de-23e259b9f7db","f031877c-523d-43fe-a6de-23e259b9f7db",
"ATTATue3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATue3.class.8514303.2022","Active","15/08/2025 03:15:06","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","bf4f613a-7028-4e12-966a-87d09813c4a6","bf4f613a-7028-4e12-966a-87d09813c4a6",
"ATTATue4b_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATue4b.class.8514303.2022","Active","15/08/2025 03:13:32","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","cb036ee2-2bd4-4c15-8fed-0afa2e073230","cb036ee2-2bd4-4c15-8fed-0afa2e073230",
"ATTATue5_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATue5.class.8514303.2022","Active","15/08/2025 03:18:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","c1f332ea-dedf-42e1-9d97-caf92c65b495","c1f332ea-dedf-42e1-9d97-caf92c65b495",
"ATTATueAS1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueAS1.class.8514303.2022","Active","15/08/2025 03:20:43","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","34b8249a-1b24-4a38-8eb8-c4261e37bde1","34b8249a-1b24-4a38-8eb8-c4261e37bde1",
"ATTATueBre_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueBre.class.8514303.2022","Active","15/08/2025 03:13:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","45bf39c4-8f51-4482-beb3-ab6ecd36aea1","45bf39c4-8f51-4482-beb3-ab6ecd36aea1",
"ATTATueEP_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueEP.class.8514303.2022","Active","15/08/2025 03:20:42","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","48e93a05-9f0e-43fe-be90-4192cc3a986f","48e93a05-9f0e-43fe-be90-4192cc3a986f",
"ATTATueL1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueL1.class.8514303.2022","Active","15/08/2025 03:18:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","0c7d0418-a8c1-4ef6-ae67-126eb4202275","0c7d0418-a8c1-4ef6-ae67-126eb4202275",
"ATTATueL2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueL2.class.8514303.2022","Active","15/08/2025 03:20:43","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","3c5df015-7423-4aa2-9b16-0284a1c8600d","3c5df015-7423-4aa2-9b16-0284a1c8600d",
"ATTATueL3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueL3.class.8514303.2022","Active","15/08/2025 03:13:26","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","8ed21986-0d4f-4e66-a451-03bb519f8b1c","8ed21986-0d4f-4e66-a451-03bb519f8b1c",
"ATTATueMS1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueMS1.class.8514303.2022","Active","15/08/2025 03:15:05","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2f1d23ec-c891-4f1b-bbf4-16b3005d4526","2f1d23ec-c891-4f1b-bbf4-16b3005d4526",
"ATTATueMS2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueMS2.class.8514303.2022","Active","15/08/2025 03:16:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","d020b18a-3a33-46ec-a9e0-650dba719a8a","d020b18a-3a33-46ec-a9e0-650dba719a8a",
"ATTATueRes_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueRes.class.8514303.2022","Active","15/08/2025 03:13:34","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","58a6b19e-0a85-4c26-9217-7aeb54b8cb89","58a6b19e-0a85-4c26-9217-7aeb54b8cb89",
"ATTATueTA_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueTA.class.8514303.2022","Active","15/08/2025 03:22:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","0659dfa0-3181-41bd-a5de-81874a7e0613","0659dfa0-3181-41bd-a5de-81874a7e0613",
"ATTATueTB_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTATueTB.class.8514303.2022","Active","15/08/2025 03:15:06","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","ca612aee-3e08-481b-b8d4-7c165996b7a7","ca612aee-3e08-481b-b8d4-7c165996b7a7",
"ATTAWed1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWed1.class.8514303.2022","Active","15/08/2025 03:18:01","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","4c1cba2f-ffbd-489f-81f3-040e8e386300","4c1cba2f-ffbd-489f-81f3-040e8e386300",
"ATTAWed2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWed2.class.8514303.2022","Active","15/08/2025 03:20:43","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","c241ac01-fb5a-4f76-8a33-a097d387a2a8","c241ac01-fb5a-4f76-8a33-a097d387a2a8",
"ATTAWed3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWed3.class.8514303.2022","Active","15/08/2025 03:22:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","dae13488-de14-4328-b86c-153c4851dd75","dae13488-de14-4328-b86c-153c4851dd75",
"ATTAWed4b_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWed4b.class.8514303.2022","Active","15/08/2025 03:15:05","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","7af43aeb-d26f-490d-a1d3-fb1225feefad","7af43aeb-d26f-490d-a1d3-fb1225feefad",
"ATTAWed5_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWed5.class.8514303.2022","Active","15/08/2025 03:13:30","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","d4fe67fb-80cb-44bd-822e-f763e4e1fbbb","d4fe67fb-80cb-44bd-822e-f763e4e1fbbb",
"ATTAWedAS1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedAS1.class.8514303.2022","Active","15/08/2025 03:18:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","af4a81ca-110e-4fcf-8ddb-8389a0a3af7f","af4a81ca-110e-4fcf-8ddb-8389a0a3af7f",
"ATTAWedBre_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedBre.class.8514303.2022","Active","15/08/2025 03:13:31","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","3b22a15f-70e6-4977-8d5a-1c2a5dac5e1a","3b22a15f-70e6-4977-8d5a-1c2a5dac5e1a",
"ATTAWedEP_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedEP.class.8514303.2022","Active","15/08/2025 03:22:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","8dc2fa84-5ecb-4905-9442-01a5e2caefbc","8dc2fa84-5ecb-4905-9442-01a5e2caefbc",
"ATTAWedL1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedL1.class.8514303.2022","Active","15/08/2025 03:13:36","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","45db60da-a194-4270-944a-62105789fc31","45db60da-a194-4270-944a-62105789fc31",
"ATTAWedL2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedL2.class.8514303.2022","Active","15/08/2025 03:20:42","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","328ab09b-2485-4f91-b008-70948c2acb63","328ab09b-2485-4f91-b008-70948c2acb63",
"ATTAWedL3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedL3.class.8514303.2022","Active","15/08/2025 03:13:36","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","93173d01-ce97-4c56-944c-d48a2558355d","93173d01-ce97-4c56-944c-d48a2558355d",
"ATTAWedMS1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedMS1.class.8514303.2022","Active","15/08/2025 03:15:05","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","981cf913-f069-4c10-be50-b9a9f122111c","981cf913-f069-4c10-be50-b9a9f122111c",
"ATTAWedMS2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedMS2.class.8514303.2022","Active","15/08/2025 03:04:45","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","ca5d8c0b-b350-4410-bb6b-8f4382d0ce96","ca5d8c0b-b350-4410-bb6b-8f4382d0ce96",
"ATTAWedRes_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedRes.class.8514303.2022","Active","15/08/2025 03:13:28","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","0549d024-48f9-4e49-8c2e-4347722c915f","0549d024-48f9-4e49-8c2e-4347722c915f",
"ATTAWedTA_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedTA.class.8514303.2022","Active","15/08/2025 03:20:42","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","9dc035f3-e946-4414-bb24-963a71599d94","9dc035f3-e946-4414-bb24-963a71599d94",
"ATTAWedTB_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTAWedTB.class.8514303.2022","Active","15/08/2025 03:18:02","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","f8bdd5b3-9bee-43ae-bfb4-63071688de57","f8bdd5b3-9bee-43ae-bfb4-63071688de57",
"ATTBFri1_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTBFri1.class.8514303.2022","Active","15/08/2025 03:22:33","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","2f6a3cf8-462f-4e2a-a123-d405dfa56639","2f6a3cf8-462f-4e2a-a123-d405dfa56639",
"ATTBFri2_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTBFri2.class.8514303.2022","Active","15/08/2025 03:15:06","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","6d27efb0-c758-4292-a37e-9d7ee0261262","6d27efb0-c758-4292-a37e-9d7ee0261262",
"ATTBFri3_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTBFri3.class.8514303.2022","Active","15/08/2025 03:13:34","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","0d461ccb-cc1b-4b69-aee2-b8977a8adb4a","0d461ccb-cc1b-4b69-aee2-b8977a8adb4a",
"ATTBFri4b_Class [8514303][2022]","1033","https://mayfieldschoolpo2.sharepoint.com/sites/ATTBFri4b.class.8514303.2022","Active","15/08/2025 03:13:21","","GROUP#0","0","0","1","AllowFullAccess",,"True","False",,,"Enabled","0","None","None","Unknown","Unknown","Unknown","OfficeOnlineFilesOnly","Unlock","Unknown","ExternalUserSharingOnly","False","None",,"0","15",,"00000000-0000-0000-0000-000000000000","False","6e769564-f45b-4db7-9ece-b4bf207a1ac5","6e769564-f45b-4db7-9ece-b4bf207a1ac5",
