"DisplayName","AccessType","PrimarySmtpAddress","GroupID","SharePointSiteURL"
"9DCm_Class [8514303][2023]","Private","9DCm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DCm.class.8514303.2023"
"9DCm_Class [8514303][2024]","Private","9DCm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DCm.class.8514303.2024"
"9DCz_Class [8514303][2023]","Private","9DCz.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DCz.class.8514303.2023"
"9DDa_Class [8514303][2021]","Private","9DDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DDa.class.8514303.2021"
"9DDr_Class [8514303][2021]","Private","9DDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DDr.class.8514303.2021"
"9DDr_Class [8514303][2023]","Private","9DDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DDr.class.8514303.2023"
"9DDr_Class [8514303][2024]","Private","9DDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DDr.class.8514303.2024"
"9DGe_Class [8514303][2021]","Private","9DGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DGe.class.8514303.2021"
"9DGe_Class [8514303][2023]","Private","9DGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DGe.class.8514303.2023"
"9DGe_Class [8514303][2024]","Private","9DGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DGe.class.8514303.2024"
"9DHi_Class [8514303][2021]","Private","9DHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DHi.class.8514303.2021"
"9DHi_Class [8514303][2023]","Private","9DHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DHi.class.8514303.2023"
"9DHi_Class [8514303][2024]","Private","9DHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DHi.class.8514303.2024"
"9DLa_Class [8514303][2024]","Private","9DLa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DLa.class.8514303.2024"
"9DMu_Class [8514303][2021]","Private","9DMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DMu.class.8514303.2021"
"9DMu_Class [8514303][2023]","Private","9DMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DMu.class.8514303.2023"
"9DMu_Class [8514303][2024]","Private","9DMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DMu.class.8514303.2024"
"9DPs_Class [8514303][2021]","Private","9DPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DPs.class.8514303.2021"
"9DPs_Class [8514303][2023]","Private","9DPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DPs.class.8514303.2023"
"9DRe_Class [8514303][2021]","Private","9DRe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DRe.class.8514303.2021"
"9DRe_Class [8514303][2023]","Private","9DRe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DRe.class.8514303.2023"
"9DRe_Class [8514303][2024]","Private","9DRe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DRe.class.8514303.2024"
"9DSp_Class [8514303][2023]","Private","9DSp.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DSp.class.8514303.2023"
"9DTe_Class [8514303][2021]","Private","9DTe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DTe.class.8514303.2021"
"9DTe_Class [8514303][2023]","Private","9DTe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9DTe.class.8514303.2023"
"9E","Private","9E@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9E"
"9E Geography","Private","9EGeography@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EGeography"
"9EAd_Class [8514303][2021]","Private","9EAd.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EAd.class.8514303.2021"
"9EAd_Class [8514303][2022]","Private","9EAd.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EAd.class.8514303.2022"
"9EAd_Class [8514303][2023]","Private","9EAd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EAd.class.8514303.2023"
"9EAd_Class [8514303][2024]","Private","9EAd.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EAd.class.8514303.2024"
"9EAr_Class [8514303][2021]","Private","9EAr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EAr.class.8514303.2021"
"9EAr_Class [8514303][2022]","Private","9EAr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EAr.class.8514303.2022"
"9ECm_Class [8514303][2021]","Private","9ECm.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ECm.class.8514303.2021"
"9ECm_Class [8514303][2022]","Private","9ECm.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ECm.class.8514303.2022"
"9ECm_Class [8514303][2023]","Private","9ECm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ECm.class.8514303.2023"
"9ECm_Class [8514303][2024]","Private","9ECm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ECm.class.8514303.2024"
"9ECz_Class [8514303][2023]","Private","9ECz.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ECz.class.8514303.2023"
"9EDa_Class [8514303][2021]","Private","9EDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EDa.class.8514303.2021"
"9EDa_Class [8514303][2022]","Private","9EDa.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EDa.class.8514303.2022"
"9EDr_Class [8514303][2021]","Private","9EDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EDr.class.8514303.2021"
"9EDr_Class [8514303][2022]","Private","9EDr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EDr.class.8514303.2022"
"9EDr_Class [8514303][2023]","Private","9EDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EDr.class.8514303.2023"
"9EDr_Class [8514303][2024]","Private","9EDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EDr.class.8514303.2024"
"9EGe_Class [8514303][2021]","Private","9EGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EGe.class.8514303.2021"
"9EGe_Class [8514303][2022]","Private","9EGe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EGe.class.8514303.2022"
"9EGe_Class [8514303][2023]","Private","9EGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EGe.class.8514303.2023"
"9EGe_Class [8514303][2024]","Private","9EGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EGe.class.8514303.2024"
"9EHi_Class [8514303][2021]","Private","9EHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EHi.class.8514303.2021"
"9EHi_Class [8514303][2022]","Private","9EHi.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EHi.class.8514303.2022"
"9EHi_Class [8514303][2023]","Private","9EHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EHi.class.8514303.2023"
"9EHi_Class [8514303][2024]","Private","9EHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EHi.class.8514303.2024"
"9ELa_Class [8514303][2024]","Private","9ELa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ELa.class.8514303.2024"
"9EMu_Class [8514303][2021]","Private","9EMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EMu.class.8514303.2021"
"9EMu_Class [8514303][2022]","Private","9EMu.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EMu.class.8514303.2022"
"9EMu_Class [8514303][2023]","Private","9EMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EMu.class.8514303.2023"
"9EMu_Class [8514303][2024]","Private","9EMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EMu.class.8514303.2024"
"9EPs_Class [8514303][2021]","Private","9EPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EPs.class.8514303.2021"
"9EPs_Class [8514303][2022]","Private","9EPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EPs.class.8514303.2022"
"9EPs_Class [8514303][2023]","Private","9EPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9EPs.class.8514303.2023"
"9ERe_Class [8514303][2021]","Private","9ERe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ERe.class.8514303.2021"
"9ERe_Class [8514303][2022]","Private","9ERe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ERe.class.8514303.2022"
"9ERe_Class [8514303][2023]","Private","9ERe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ERe.class.8514303.2023"
"9ERe_Class [8514303][2024]","Private","9ERe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ERe.class.8514303.2024"
"9ESp_Class [8514303][2023]","Private","9ESp.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ESp.class.8514303.2023"
"9ETe_Class [8514303][2021]","Private","9ETe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ETe.class.8514303.2021"
"9ETe_Class [8514303][2022]","Private","9ETe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ETe.class.8514303.2022"
"9ETe_Class [8514303][2023]","Private","9ETe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9ETe.class.8514303.2023"
"9F","Private","9F@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9F"
"9FAd_Class [8514303][2021]","Private","9FAd.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FAd.class.8514303.2021"
"9FAd_Class [8514303][2022]","Private","9FAd.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FAd.class.8514303.2022"
"9FAd_Class [8514303][2023]","Private","9FAd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FAd.class.8514303.2023"
"9FAd_Class [8514303][2024]","Private","9FAd.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FAd.class.8514303.2024"
"9FAr_Class [8514303][2021]","Private","9FAr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FAr.class.8514303.2021"
"9FAr_Class [8514303][2022]","Private","9FAr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FAr.class.8514303.2022"
"9FCm_Class [8514303][2021]","Private","9FCm.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FCm.class.8514303.2021"
"9FCm_Class [8514303][2022]","Private","9FCm.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FCm.class.8514303.2022"
"9FCm_Class [8514303][2023]","Private","9FCm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FCm.class.8514303.2023"
"9FCm_Class [8514303][2024]","Private","9FCm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FCm.class.8514303.2024"
"9FCz_Class [8514303][2023]","Private","9FCz.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FCz.class.8514303.2023"
"9FDa_Class [8514303][2021]","Private","9FDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FDa.class.8514303.2021"
"9FDa_Class [8514303][2022]","Private","9FDa.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FDa.class.8514303.2022"
"9FDr_Class [8514303][2021]","Private","9FDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FDr.class.8514303.2021"
"9FDr_Class [8514303][2022]","Private","9FDr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FDr.class.8514303.2022"
"9FDr_Class [8514303][2023]","Private","9FDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FDr.class.8514303.2023"
"9FDr_Class [8514303][2024]","Private","9FDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FDr.class.8514303.2024"
"9FGe_Class [8514303][2021]","Private","9FGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FGe.class.8514303.2021"
"9FGe_Class [8514303][2022]","Private","9FGe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FGe.class.8514303.2022"
"9FGe_Class [8514303][2023]","Private","9FGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FGe.class.8514303.2023"
"9FGe_Class [8514303][2024]","Private","9FGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FGe.class.8514303.2024"
"9FHi_Class [8514303][2021]","Private","9FHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FHi.class.8514303.2021"
"9FHi_Class [8514303][2022]","Private","9FHi.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FHi.class.8514303.2022"
"9FHi_Class [8514303][2023]","Private","9FHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FHi.class.8514303.2023"
"9FHi_Class [8514303][2024]","Private","9FHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FHi.class.8514303.2024"
"9FLa_Class [8514303][2024]","Private","9FLa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FLa.class.8514303.2024"
"9FMu_Class [8514303][2021]","Private","9FMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FMu.class.8514303.2021"
"9FMu_Class [8514303][2022]","Private","9FMu.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FMu.class.8514303.2022"
"9FMu_Class [8514303][2023]","Private","9FMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FMu.class.8514303.2023"
"9FMu_Class [8514303][2024]","Private","9FMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FMu.class.8514303.2024"
"9FPs_Class [8514303][2021]","Private","9FPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FPs.class.8514303.2021"
"9FPs_Class [8514303][2022]","Private","9FPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FPs.class.8514303.2022"
"9FPs_Class [8514303][2023]","Private","9FPs.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FPs.class.8514303.2023"
"9FRe_Class [8514303][2021]","Private","9FRe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FRe.class.8514303.2021"
"9FRe_Class [8514303][2022]","Private","9FRe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FRe.class.8514303.2022"
"9FRe_Class [8514303][2023]","Private","9FRe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FRe.class.8514303.2023"
"9FRe_Class [8514303][2024]","Private","9FRe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FRe.class.8514303.2024"
"9FSp_Class [8514303][2023]","Private","9FSp.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FSp.class.8514303.2023"
"9FTe_Class [8514303][2021]","Private","9FTe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FTe.class.8514303.2021"
"9FTe_Class [8514303][2022]","Private","9FTe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FTe.class.8514303.2022"
"9FTe_Class [8514303][2023]","Private","9FTe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9FTe.class.8514303.2023"
"9G/Cm","Private","9GCm@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GCm"
"9GAd_Class [8514303][2021]","Private","9GAd.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GAd.class.8514303.2021"
"9GAd_Class [8514303][2022]","Private","9GAd.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GAd.class.8514303.2022"
"9GAd_Class [8514303][2023]","Private","9GAd.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GAd.class.8514303.2023"
"9GAd_Class [8514303][2024]","Private","9GAd.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GAd.class.8514303.2024"
"9GAr_Class [8514303][2021]","Private","9GAr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GAr.class.8514303.2021"
"9GAr_Class [8514303][2022]","Private","9GAr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GAr.class.8514303.2022"
"9GCm_Class [8514303][2021]","Private","9GCm.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GCm.class.8514303.2021"
"9GCm_Class [8514303][2022]","Private","9GCm.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GCm.class.8514303.2022"
"9GCm_Class [8514303][2023]","Private","9GCm.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GCm.class.8514303.2023"
"9GCm_Class [8514303][2024]","Private","9GCm.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GCm.class.8514303.2024"
"9GCz_Class [8514303][2023]","Private","9GCz.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GCz.class.8514303.2023"
"9GDa_Class [8514303][2021]","Private","9GDa.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GDa.class.8514303.2021"
"9GDa_Class [8514303][2022]","Private","9GDa.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GDa.class.8514303.2022"
"9GDr_Class [8514303][2021]","Private","9GDr.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GDr.class.8514303.2021"
"9GDr_Class [8514303][2022]","Private","9GDr.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GDr.class.8514303.2022"
"9GDr_Class [8514303][2023]","Private","9GDr.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GDr.class.8514303.2023"
"9GDr_Class [8514303][2024]","Private","9GDr.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GDr.class.8514303.2024"
"9GGe_Class [8514303][2021]","Private","9GGe.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GGe.class.8514303.2021"
"9GGe_Class [8514303][2022]","Private","9GGe.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GGe.class.8514303.2022"
"9GGe_Class [8514303][2023]","Private","9GGe.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GGe.class.8514303.2023"
"9GGe_Class [8514303][2024]","Private","9GGe.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GGe.class.8514303.2024"
"9GHi_Class [8514303][2021]","Private","9GHi.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GHi.class.8514303.2021"
"9GHi_Class [8514303][2022]","Private","9GHi.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GHi.class.8514303.2022"
"9GHi_Class [8514303][2023]","Private","9GHi.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GHi.class.8514303.2023"
"9GHi_Class [8514303][2024]","Private","9GHi.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GHi.class.8514303.2024"
"9GLa_Class [8514303][2024]","Private","9GLa.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GLa.class.8514303.2024"
"9GMu_Class [8514303][2021]","Private","9GMu.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GMu.class.8514303.2021"
"9GMu_Class [8514303][2022]","Private","9GMu.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GMu.class.8514303.2022"
"9GMu_Class [8514303][2023]","Private","9GMu.class.8514303.2023@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GMu.class.8514303.2023"
"9GMu_Class [8514303][2024]","Private","9GMu.class.8514303.2024@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GMu.class.8514303.2024"
"9GPs_Class [8514303][2021]","Private","9GPs.class.8514303.2021@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GPs.class.8514303.2021"
"9GPs_Class [8514303][2022]","Private","9GPs.class.8514303.2022@mayfieldschoolpo2.onmicrosoft.com",,"https://mayfieldschoolpo2.sharepoint.com/sites/9GPs.class.8514303.2022"
